origin,year,month,day,hour,temp,dewp,humid,wind_speed,time_hour
EWR,2013,9,15,10,66.02,44.06,44.95,6.90468,15/09/2013 10:00
EWR,2013,9,15,11,69.08,42.98,38.81,8.05546,15/09/2013 11:00
EWR,2013,9,15,12,69.98,44.06,39.22,3.45234,15/09/2013 12:00
EWR,2013,9,15,13,71.06,44.96,39.13,8.05546,15/09/2013 13:00
EWR,2013,9,15,14,71.06,42.08,35.04,3.45234,15/09/2013 14:00
EWR,2013,9,15,15,73.04,41,31.43,6.90468,15/09/2013 15:00
EWR,2013,9,15,16,73.04,42.08,32.77,9.20624,15/09/2013 16:00
EWR,2013,9,15,17,69.98,46.04,42.29,5.7539,15/09/2013 17:00
EWR,2013,9,15,18,69.08,46.04,43.61,10.35702,15/09/2013 18:00
EWR,2013,9,15,19,68,46.94,46.83,8.05546,15/09/2013 19:00
EWR,2013,9,15,20,66.92,50,54.51,4.60312,15/09/2013 20:00
EWR,2013,9,15,21,64.94,51.08,60.77,4.60312,15/09/2013 21:00
EWR,2013,9,15,22,64.04,51.98,64.84,6.90468,15/09/2013 22:00
EWR,2013,9,15,23,62.96,53.06,70.07,6.90468,15/09/2013 23:00
EWR,2013,9,16,0,62.96,53.06,70.07,5.7539,16/09/2013
EWR,2013,9,16,1,62.6,53.96,77.66,6.90468,16/09/2013 01:00
EWR,2013,9,16,2,60.08,53.96,80.19,4.60312,16/09/2013 02:00
EWR,2013,9,16,3,60.08,53.96,80.19,5.7539,16/09/2013 03:00
EWR,2013,9,16,4,60.08,53.96,80.19,5.7539,16/09/2013 04:00
EWR,2013,9,16,5,60.98,55.04,80.78,5.7539,16/09/2013 05:00
EWR,2013,9,16,6,60.08,55.94,86.18,6.90468,16/09/2013 06:00
EWR,2013,9,16,7,60.98,57.02,86.79,0,16/09/2013 07:00
EWR,2013,9,16,8,62.06,57.92,86.29,3.45234,16/09/2013 08:00
EWR,2013,9,16,9,62.96,55.94,77.83,9.20624,16/09/2013 09:00
EWR,2013,9,16,10,62.96,53.96,72.42,6.90468,16/09/2013 10:00
EWR,2013,9,16,11,64.94,55.04,70.28,8.05546,16/09/2013 11:00
EWR,2013,9,16,12,66.92,51.98,58.65,8.05546,16/09/2013 12:00
EWR,2013,9,16,13,71.96,51.08,47.75,6.90468,16/09/2013 13:00
EWR,2013,9,16,14,73.04,50,44.23,9.20624,16/09/2013 14:00
EWR,2013,9,16,15,71.06,48.92,45.43,10.35702,16/09/2013 15:00
EWR,2013,9,16,16,71.06,48.02,43.92,13.80936,16/09/2013 16:00
EWR,2013,9,16,17,69.98,48.92,47.13,13.80936,16/09/2013 17:00
EWR,2013,9,16,18,69.08,48.92,48.6,12.65858,16/09/2013 18:00
EWR,2013,9,16,19,68,51.08,54.66,9.20624,16/09/2013 19:00
EWR,2013,9,16,20,66.02,51.08,58.53,11.5078,16/09/2013 20:00
EWR,2013,9,16,21,64.04,50,60.25,12.65858,16/09/2013 21:00
EWR,2013,9,16,22,62.06,48.92,62.04,16.11092,16/09/2013 22:00
EWR,2013,9,16,23,57.92,46.94,66.75,17.2617,16/09/2013 23:00
EWR,2013,9,17,0,55.94,44.96,66.52,13.80936,17/09/2013
EWR,2013,9,17,1,53.96,41,61.41,10.35702,17/09/2013 01:00
EWR,2013,9,17,2,51.98,37.94,58.62,18.41248,17/09/2013 02:00
EWR,2013,9,17,3,50,37.04,60.89,14.96014,17/09/2013 03:00
EWR,2013,9,17,4,50,37.04,60.89,13.80936,17/09/2013 04:00
EWR,2013,9,17,5,48.92,37.04,63.39,10.35702,17/09/2013 05:00
EWR,2013,9,17,6,48.92,37.04,63.39,12.65858,17/09/2013 06:00
EWR,2013,9,17,7,51.08,37.94,60.6,11.5078,17/09/2013 07:00
EWR,2013,9,17,8,53.06,37.04,54.38,18.41248,17/09/2013 08:00
EWR,2013,9,17,9,55.94,33.98,43.36,17.2617,17/09/2013 09:00
EWR,2013,9,17,10,57.02,35.06,43.53,9.20624,17/09/2013 10:00
EWR,2013,9,17,11,60.98,35.06,37.78,10.35702,17/09/2013 11:00
EWR,2013,9,17,12,62.06,37.04,39.33,8.05546,17/09/2013 12:00
EWR,2013,9,17,13,64.04,37.04,36.68,8.05546,17/09/2013 13:00
EWR,2013,9,17,14,64.94,37.04,35.55,9.20624,17/09/2013 14:00
EWR,2013,9,17,15,64.94,37.04,35.55,5.7539,17/09/2013 15:00
EWR,2013,9,17,16,66.02,37.04,34.24,6.90468,17/09/2013 16:00
EWR,2013,9,17,17,64.94,35.06,32.87,6.90468,17/09/2013 17:00
EWR,2013,9,17,18,60.98,37.04,40.86,4.60312,17/09/2013 18:00
EWR,2013,9,17,19,60.08,41,49.25,4.60312,17/09/2013 19:00
EWR,2013,9,17,20,59,42.08,53.36,4.60312,17/09/2013 20:00
EWR,2013,9,17,21,57.02,42.98,59.31,0,17/09/2013 21:00
EWR,2013,9,17,22,53.96,42.98,66.28,3.45234,17/09/2013 22:00
EWR,2013,9,17,23,55.04,42.98,63.72,5.7539,17/09/2013 23:00
EWR,2013,9,18,0,53.96,42.08,64.03,0,18/09/2013
EWR,2013,9,18,1,53.06,42.08,66.17,0,18/09/2013 01:00
EWR,2013,9,18,2,51.08,42.08,71.19,3.45234,18/09/2013 02:00
EWR,2013,9,18,3,51.08,42.98,73.69,3.45234,18/09/2013 03:00
EWR,2013,9,18,4,50,42.08,74.1,3.45234,18/09/2013 04:00
EWR,2013,9,18,5,50,42.08,74.1,0,18/09/2013 05:00
EWR,2013,9,18,6,51.98,41,66.04,4.60312,18/09/2013 06:00
EWR,2013,9,18,7,55.94,42.08,59.58,5.7539,18/09/2013 07:00
EWR,2013,9,18,8,60.08,42.98,53.15,0,18/09/2013 08:00
EWR,2013,9,18,9,62.96,41,44.47,5.7539,18/09/2013 09:00
EWR,2013,9,18,10,66.02,42.08,41.67,6.90468,18/09/2013 10:00
EWR,2013,9,18,11,66.92,39.92,37.15,5.7539,18/09/2013 11:00
EWR,2013,9,18,12,69.08,42.08,37.49,8.05546,18/09/2013 12:00
EWR,2013,9,18,13,71.06,42.08,35.04,4.60312,18/09/2013 13:00
EWR,2013,9,18,14,71.06,37.94,29.83,0,18/09/2013 14:00
EWR,2013,9,18,15,71.96,39.02,30.18,5.7539,18/09/2013 15:00
EWR,2013,9,18,16,69.98,46.94,43.75,12.65858,18/09/2013 16:00
EWR,2013,9,18,17,66.92,50,54.51,9.20624,18/09/2013 17:00
EWR,2013,9,18,18,64.94,51.98,62.83,6.90468,18/09/2013 18:00
EWR,2013,9,18,19,62.96,51.98,67.34,6.90468,18/09/2013 19:00
EWR,2013,9,18,20,62.06,51.08,67.24,8.05546,18/09/2013 20:00
EWR,2013,9,18,21,60.08,51.08,72.13,5.7539,18/09/2013 21:00
EWR,2013,9,18,22,57.92,50,74.86,6.90468,18/09/2013 22:00
EWR,2013,9,18,23,57.92,50,74.86,8.05546,18/09/2013 23:00
EWR,2013,9,19,0,55.04,50,83.08,6.90468,19/09/2013
EWR,2013,9,19,1,53.06,48.92,85.78,4.60312,19/09/2013 01:00
EWR,2013,9,19,2,53.06,50,89.31,5.7539,19/09/2013 02:00
EWR,2013,9,19,3,51.08,48.02,89.22,5.7539,19/09/2013 03:00
EWR,2013,9,19,4,50,46.94,89.17,5.7539,19/09/2013 04:00
EWR,2013,9,19,5,51.08,46.94,85.67,4.60312,19/09/2013 05:00
EWR,2013,9,19,6,50,46.04,86.19,3.45234,19/09/2013 06:00
EWR,2013,9,19,7,53.06,48.92,85.78,4.60312,19/09/2013 07:00
EWR,2013,9,19,8,60.08,48.02,64.35,4.60312,19/09/2013 08:00
EWR,2013,9,19,9,64.94,46.94,52.06,4.60312,19/09/2013 09:00
EWR,2013,9,19,10,69.08,46.94,45.12,0,19/09/2013 10:00
EWR,2013,9,19,11,71.96,44.96,37.95,5.7539,19/09/2013 11:00
EWR,2013,9,19,12,75.92,46.04,34.61,6.90468,19/09/2013 12:00
EWR,2013,9,19,13,77,44.06,30.97,6.90468,19/09/2013 13:00
EWR,2013,9,19,14,77,46.04,33.39,9.20624,19/09/2013 14:00
EWR,2013,9,19,15,75.92,46.04,34.61,6.90468,19/09/2013 15:00
EWR,2013,9,19,16,77,44.96,32.05,8.05546,19/09/2013 16:00
EWR,2013,9,19,17,71.96,51.98,49.36,6.90468,19/09/2013 17:00
EWR,2013,9,19,18,69.98,53.96,56.78,4.60312,19/09/2013 18:00
EWR,2013,9,19,19,68,55.94,65.31,4.60312,19/09/2013 19:00
EWR,2013,9,19,20,66.02,55.04,67.69,6.90468,19/09/2013 20:00
EWR,2013,9,19,21,64.04,55.94,74.94,5.7539,19/09/2013 21:00
EWR,2013,9,19,22,60.98,55.04,80.78,5.7539,19/09/2013 22:00
EWR,2013,9,19,23,60.08,55.04,83.41,5.7539,19/09/2013 23:00
EWR,2013,9,20,0,60.08,53.96,80.19,6.90468,20/09/2013
EWR,2013,9,20,1,59,53.96,83.34,8.05546,20/09/2013 01:00
EWR,2013,9,20,2,55.04,51.98,89.4,4.60312,20/09/2013 02:00
EWR,2013,9,20,3,55.04,53.06,93.02,4.60312,20/09/2013 03:00
EWR,2013,9,20,4,55.04,53.06,93.02,3.45234,20/09/2013 04:00
EWR,2013,9,20,5,55.04,53.06,93.02,4.60312,20/09/2013 05:00
EWR,2013,9,20,6,55.04,53.06,93.02,4.60312,20/09/2013 06:00
EWR,2013,9,20,7,57.92,55.94,93.1,4.60312,20/09/2013 07:00
EWR,2013,9,20,8,64.04,55.94,74.94,5.7539,20/09/2013 08:00
EWR,2013,9,20,9,69.98,57.02,63.45,3.45234,20/09/2013 09:00
EWR,2013,9,20,10,73.04,57.02,57.2,0,20/09/2013 10:00
EWR,2013,9,20,11,75.92,57.92,53.65,6.90468,20/09/2013 11:00
EWR,2013,9,20,12,77,55.94,48.19,4.60312,20/09/2013 12:00
EWR,2013,9,20,13,78.08,55.94,46.49,8.05546,20/09/2013 13:00
EWR,2013,9,20,14,77,55.04,46.64,10.35702,20/09/2013 14:00
EWR,2013,9,20,15,75.92,55.94,49.95,11.5078,20/09/2013 15:00
EWR,2013,9,20,16,73.94,55.94,53.37,11.5078,20/09/2013 16:00
EWR,2013,9,20,17,73.04,53.96,51.18,11.5078,20/09/2013 17:00
EWR,2013,9,20,18,71.06,57.02,61.16,8.05546,20/09/2013 18:00
EWR,2013,9,20,19,69.08,57.92,67.59,6.90468,20/09/2013 19:00
EWR,2013,9,20,20,66.92,57.92,72.81,4.60312,20/09/2013 20:00
EWR,2013,9,20,21,66.02,57.92,75.12,0,20/09/2013 21:00
EWR,2013,9,20,22,64.94,57.92,77.99,8.05546,20/09/2013 22:00
EWR,2013,9,20,23,64.04,57.92,80.49,6.90468,20/09/2013 23:00
EWR,2013,9,21,0,60.08,55.94,86.18,4.60312,21/09/2013
EWR,2013,9,21,1,60.98,57.02,86.79,4.60312,21/09/2013 01:00
EWR,2013,9,21,2,62.06,57.92,86.29,0,21/09/2013 02:00
EWR,2013,9,21,3,60.98,57.92,89.65,4.60312,21/09/2013 03:00
EWR,2013,9,21,4,60.98,57.02,86.79,3.45234,21/09/2013 04:00
EWR,2013,9,21,5,59,55.94,89.57,0,21/09/2013 05:00
EWR,2013,9,21,6,59,55.94,89.57,0,21/09/2013 06:00
EWR,2013,9,21,7,60.98,57.92,89.65,0,21/09/2013 07:00
EWR,2013,9,21,8,64.04,60.08,88,0,21/09/2013 08:00
EWR,2013,9,21,9,66.02,60.98,83.79,0,21/09/2013 09:00
EWR,2013,9,21,10,69.98,62.96,82.74,5.7539,21/09/2013 10:00
EWR,2013,9,21,11,71.96,64.04,76.13,11.5078,21/09/2013 11:00
EWR,2013,9,21,12,75.92,64.04,66.65,10.35702,21/09/2013 12:00
EWR,2013,9,21,13,77,62.06,59.98,12.65858,21/09/2013 13:00
EWR,2013,9,21,14,80.06,59,48.64,13.80936,21/09/2013 14:00
EWR,2013,9,21,15,78.08,60.98,55.7,16.11092,21/09/2013 15:00
EWR,2013,9,21,16,77,62.06,59.98,14.96014,21/09/2013 16:00
EWR,2013,9,21,17,75.02,62.96,66.13,16.11092,21/09/2013 17:00
EWR,2013,9,21,18,73.04,64.94,75.75,12.65858,21/09/2013 18:00
EWR,2013,9,21,19,71.96,66.02,81.57,10.35702,21/09/2013 19:00
EWR,2013,9,21,20,71.96,66.02,81.57,11.5078,21/09/2013 20:00
EWR,2013,9,21,21,71.96,66.92,84.16,9.20624,21/09/2013 21:00
EWR,2013,9,21,22,69.98,68,94.01,12.65858,21/09/2013 22:00
EWR,2013,9,21,23,69.98,68,93.44,12.65858,21/09/2013 23:00
EWR,2013,9,22,0,66.92,64.94,93.35,10.35702,22/09/2013
EWR,2013,9,22,1,64.94,62.96,93.3,5.7539,22/09/2013 01:00
EWR,2013,9,22,2,64.4,62.6,93.88,5.7539,22/09/2013 02:00
EWR,2013,9,22,3,64.04,62.6,100,4.60312,22/09/2013 03:00
EWR,2013,9,22,4,62.96,62.06,96.88,5.7539,22/09/2013 04:00
EWR,2013,9,22,5,62.96,60.98,93.25,4.60312,22/09/2013 05:00
EWR,2013,9,22,6,62.96,60.08,90.31,5.7539,22/09/2013 06:00
EWR,2013,9,22,7,62.96,57.02,80.93,8.05546,22/09/2013 07:00
EWR,2013,9,22,8,62.96,53.96,72.42,12.65858,22/09/2013 08:00
EWR,2013,9,22,9,64.94,51.08,60.77,10.35702,22/09/2013 09:00
EWR,2013,9,22,10,66.92,46.94,48.6,16.11092,22/09/2013 10:00
EWR,2013,9,22,11,69.08,48.02,46.99,16.11092,22/09/2013 11:00
EWR,2013,9,22,12,68,46.04,45.26,13.80936,22/09/2013 12:00
EWR,2013,9,22,13,69.08,44.96,41.86,14.96014,22/09/2013 13:00
EWR,2013,9,22,14,69.08,44.06,40.45,17.2617,22/09/2013 14:00
EWR,2013,9,22,15,66.02,42.98,43.13,18.41248,22/09/2013 15:00
EWR,2013,9,22,16,66.92,44.06,43.57,16.11092,22/09/2013 16:00
EWR,2013,9,22,17,66.02,44.06,44.95,16.11092,22/09/2013 17:00
EWR,2013,9,22,18,62.96,44.06,50.03,17.2617,22/09/2013 18:00
EWR,2013,9,22,19,60.98,42.98,51.48,12.65858,22/09/2013 19:00
EWR,2013,9,22,20,60.08,44.06,55.39,16.11092,22/09/2013 20:00
EWR,2013,9,22,21,57.92,42.08,55.47,16.11092,22/09/2013 21:00
EWR,2013,9,22,22,57.02,41,54.95,10.35702,22/09/2013 22:00
EWR,2013,9,22,23,55.94,39.92,54.8,14.96014,22/09/2013 23:00
EWR,2013,9,23,0,55.04,39.02,54.67,12.65858,23/09/2013
EWR,2013,9,23,1,53.96,39.02,56.86,10.35702,23/09/2013 01:00
EWR,2013,9,23,2,53.06,39.92,60.87,5.7539,23/09/2013 02:00
EWR,2013,9,23,3,53.06,39.92,60.87,6.90468,23/09/2013 03:00
EWR,2013,9,23,4,51.98,39.92,63.33,9.20624,23/09/2013 04:00
EWR,2013,9,23,5,51.98,39.92,63.33,9.20624,23/09/2013 05:00
EWR,2013,9,23,6,51.08,39.02,63.22,12.65858,23/09/2013 06:00
EWR,2013,9,23,7,53.06,39.02,58.77,11.5078,23/09/2013 07:00
EWR,2013,9,23,8,55.04,37.94,52.4,12.65858,23/09/2013 08:00
EWR,2013,9,23,9,57.92,39.02,49.26,10.35702,23/09/2013 09:00
EWR,2013,9,23,10,60.08,37.94,43.71,17.2617,23/09/2013 10:00
EWR,2013,9,23,11,62.06,39.92,44.02,13.80936,23/09/2013 11:00
EWR,2013,9,23,12,64.04,42.08,44.64,12.65858,23/09/2013 12:00
EWR,2013,9,23,13,64.94,41,41.49,14.96014,23/09/2013 13:00
EWR,2013,9,23,14,66.02,41,39.96,11.5078,23/09/2013 14:00
EWR,2013,9,23,15,66.02,39.92,38.32,12.65858,23/09/2013 15:00
EWR,2013,9,23,16,66.02,42.08,41.67,9.20624,23/09/2013 16:00
EWR,2013,9,23,17,64.04,42.08,44.64,11.5078,23/09/2013 17:00
EWR,2013,9,23,18,62.96,42.08,46.37,9.20624,23/09/2013 18:00
EWR,2013,9,23,19,60.98,42.08,49.73,9.20624,23/09/2013 19:00
EWR,2013,9,23,20,57.92,42.08,55.47,14.96014,23/09/2013 20:00
EWR,2013,9,23,21,55.94,42.08,59.58,10.35702,23/09/2013 21:00
EWR,2013,9,23,22,55.04,42.08,61.56,9.20624,23/09/2013 22:00
EWR,2013,9,23,23,53.06,42.08,66.17,8.05546,23/09/2013 23:00
EWR,2013,9,24,0,53.06,41,63.47,10.35702,24/09/2013
EWR,2013,9,24,1,50,42.08,74.1,8.05546,24/09/2013 01:00
EWR,2013,9,24,2,51.08,42.08,71.19,9.20624,24/09/2013 02:00
EWR,2013,9,24,3,50,42.08,74.1,8.05546,24/09/2013 03:00
EWR,2013,9,24,4,48.92,41,73.99,6.90468,24/09/2013 04:00
EWR,2013,9,24,5,48.02,39.92,73.39,6.90468,24/09/2013 05:00
EWR,2013,9,24,6,48.02,39.92,73.39,4.60312,24/09/2013 06:00
EWR,2013,9,24,7,50,39.92,68.15,4.60312,24/09/2013 07:00
EWR,2013,9,24,8,53.06,41,63.47,8.05546,24/09/2013 08:00
EWR,2013,9,24,9,55.94,42.08,59.58,9.20624,24/09/2013 09:00
EWR,2013,9,24,10,60.08,42.08,51.34,8.05546,24/09/2013 10:00
EWR,2013,9,24,11,62.96,42.08,46.37,4.60312,24/09/2013 11:00
EWR,2013,9,24,12,68,41,37.32,10.35702,24/09/2013 12:00
EWR,2013,9,24,13,71.06,39.92,32.23,9.20624,24/09/2013 13:00
EWR,2013,9,24,14,73.94,41,30.49,11.5078,24/09/2013 14:00
EWR,2013,9,24,15,75.02,41,29.41,13.80936,24/09/2013 15:00
EWR,2013,9,24,16,75.02,41,29.41,10.35702,24/09/2013 16:00
EWR,2013,9,24,17,73.04,39.92,30.14,12.65858,24/09/2013 17:00
EWR,2013,9,24,18,71.06,41,33.61,9.20624,24/09/2013 18:00
EWR,2013,9,24,19,68,42.08,38.91,8.05546,24/09/2013 19:00
EWR,2013,9,24,20,66.02,42.98,43.13,6.90468,24/09/2013 20:00
EWR,2013,9,24,21,64.04,44.96,49.85,3.45234,24/09/2013 21:00
EWR,2013,9,24,22,62.96,42.98,48,6.90468,24/09/2013 22:00
EWR,2013,9,24,23,59,44.06,57.57,5.7539,24/09/2013 23:00
EWR,2013,9,25,0,53.96,44.06,69.08,8.05546,25/09/2013
EWR,2013,9,25,1,53.06,44.06,71.4,8.05546,25/09/2013 01:00
EWR,2013,9,25,2,55.04,42.98,63.72,8.05546,25/09/2013 02:00
EWR,2013,9,25,3,53.06,42.98,68.5,3.45234,25/09/2013 03:00
EWR,2013,9,25,4,53.06,42.98,68.5,0,25/09/2013 04:00
EWR,2013,9,25,5,53.06,42.98,68.5,5.7539,25/09/2013 05:00
EWR,2013,9,25,6,51.98,42.98,71.28,3.45234,25/09/2013 06:00
EWR,2013,9,25,7,55.94,44.06,64.28,3.45234,25/09/2013 07:00
EWR,2013,9,25,8,60.08,42.98,53.15,0,25/09/2013 08:00
EWR,2013,9,25,9,62.06,42.98,49.55,4.60312,25/09/2013 09:00
EWR,2013,9,25,10,64.94,42.08,43.26,0,25/09/2013 10:00
EWR,2013,9,25,11,66.92,39.92,37.15,0,25/09/2013 11:00
EWR,2013,9,25,12,69.08,42.08,37.49,3.45234,25/09/2013 12:00
EWR,2013,9,25,13,73.94,42.08,31.79,6.90468,25/09/2013 13:00
EWR,2013,9,25,14,71.96,42.08,33.99,3.45234,25/09/2013 14:00
EWR,2013,9,25,15,73.94,44.06,34.3,3.45234,25/09/2013 15:00
EWR,2013,9,25,16,71.96,44.06,36.67,4.60312,25/09/2013 16:00
EWR,2013,9,25,17,71.96,44.06,36.67,5.7539,25/09/2013 17:00
EWR,2013,9,25,18,69.08,46.04,43.61,4.60312,25/09/2013 18:00
EWR,2013,9,25,19,69.08,46.04,43.61,8.05546,25/09/2013 19:00
EWR,2013,9,25,20,64.04,48.02,55.95,4.60312,25/09/2013 20:00
EWR,2013,9,25,21,64.94,53.06,65.37,0,25/09/2013 21:00
EWR,2013,9,25,22,62.06,51.08,67.24,0,25/09/2013 22:00
EWR,2013,9,25,23,60.98,51.98,72.22,3.45234,25/09/2013 23:00
EWR,2013,9,26,0,57.02,50,77.32,4.60312,26/09/2013
EWR,2013,9,26,1,57.92,51.98,80.55,4.60312,26/09/2013 01:00
EWR,2013,9,26,2,55.04,50,83.08,5.7539,26/09/2013 02:00
EWR,2013,9,26,3,55.94,53.06,90.03,8.05546,26/09/2013 03:00
EWR,2013,9,26,4,55.94,51.08,83.69,9.20624,26/09/2013 04:00
EWR,2013,9,26,5,55.94,51.08,83.69,9.20624,26/09/2013 05:00
EWR,2013,9,26,6,57.02,53.06,86.58,11.5078,26/09/2013 06:00
EWR,2013,9,26,7,59,53.96,83.34,10.35702,26/09/2013 07:00
EWR,2013,9,26,8,62.06,55.4,82.37,12.65858,26/09/2013 08:00
EWR,2013,9,26,9,64.04,55.94,77.29,13.80936,26/09/2013 09:00
EWR,2013,9,26,10,68,57.02,67.91,8.05546,26/09/2013 10:00
EWR,2013,9,26,11,69.08,55.94,62.93,8.05546,26/09/2013 11:00
EWR,2013,9,26,12,69.8,55.4,63.21,5.7539,26/09/2013 12:00
EWR,2013,9,26,13,69.08,53.96,58.56,6.90468,26/09/2013 13:00
EWR,2013,9,26,14,66.92,55.04,65.61,8.05546,26/09/2013 14:00
EWR,2013,9,26,15,66.92,55.94,67.79,9.20624,26/09/2013 15:00
EWR,2013,9,26,16,66.02,55.94,69.94,9.20624,26/09/2013 16:00
EWR,2013,9,26,17,64.94,55.94,72.62,5.7539,26/09/2013 17:00
EWR,2013,9,26,18,64.04,55.94,74.94,4.60312,26/09/2013 18:00
EWR,2013,9,26,19,64.04,57.02,77.92,0,26/09/2013 19:00
EWR,2013,9,26,20,64.04,57.02,77.92,0,26/09/2013 20:00
EWR,2013,9,26,21,62.96,57.02,80.93,0,26/09/2013 21:00
EWR,2013,9,26,22,62.96,57.02,80.93,0,26/09/2013 22:00
EWR,2013,9,26,23,62.96,57.02,80.93,4.60312,26/09/2013 23:00
EWR,2013,9,27,0,62.6,55.4,77.29,8.05546,27/09/2013
EWR,2013,9,27,1,57.02,50,77.32,6.90468,27/09/2013 01:00
EWR,2013,9,27,2,55.94,50,80.4,5.7539,27/09/2013 02:00
EWR,2013,9,27,3,55.04,50,83.08,8.05546,27/09/2013 03:00
EWR,2013,9,27,4,55.04,50,83.08,10.35702,27/09/2013 04:00
EWR,2013,9,27,5,55.94,51.08,83.69,8.05546,27/09/2013 05:00
EWR,2013,9,27,6,55.04,50,83.08,10.35702,27/09/2013 06:00
EWR,2013,9,27,7,57.02,50,77.32,11.5078,27/09/2013 07:00
EWR,2013,9,27,8,57.92,50,74.86,11.5078,27/09/2013 08:00
EWR,2013,9,27,9,62.06,51.98,69.51,8.05546,27/09/2013 09:00
EWR,2013,9,27,10,64.94,51.98,62.83,10.35702,27/09/2013 10:00
EWR,2013,9,27,11,68,51.98,56.51,6.90468,27/09/2013 11:00
EWR,2013,9,27,12,68,50,52.51,4.60312,27/09/2013 12:00
EWR,2013,9,27,13,68,51.08,54.66,5.7539,27/09/2013 13:00
EWR,2013,9,27,14,66.92,50,54.51,9.20624,27/09/2013 14:00
EWR,2013,9,27,15,66.92,50,54.51,8.05546,27/09/2013 15:00
EWR,2013,9,27,16,66.02,50,56.23,9.20624,27/09/2013 16:00
EWR,2013,9,27,17,66.02,51.08,58.53,10.35702,27/09/2013 17:00
EWR,2013,9,27,18,64.94,51.08,60.77,9.20624,27/09/2013 18:00
EWR,2013,9,27,19,64.94,51.08,60.77,6.90468,27/09/2013 19:00
EWR,2013,9,27,20,64.04,51.08,62.71,8.05546,27/09/2013 20:00
EWR,2013,9,27,21,62.96,50,62.58,9.20624,27/09/2013 21:00
EWR,2013,9,27,22,62.96,50,62.58,9.20624,27/09/2013 22:00
EWR,2013,9,27,23,57.92,51.08,77.92,6.90468,27/09/2013 23:00
EWR,2013,9,28,0,59,50,72.01,8.05546,28/09/2013
EWR,2013,9,28,1,57.92,51.98,80.55,6.90468,28/09/2013 01:00
EWR,2013,9,28,2,57.92,53.06,83.82,8.05546,28/09/2013 02:00
EWR,2013,9,28,3,59,51.98,77.49,9.20624,28/09/2013 03:00
EWR,2013,9,28,4,57.02,51.98,83.21,8.05546,28/09/2013 04:00
EWR,2013,9,28,5,57.02,51.98,83.21,9.20624,28/09/2013 05:00
EWR,2013,9,28,6,55.94,51.98,86.52,8.05546,28/09/2013 06:00
EWR,2013,9,28,7,57.92,51.98,80.55,9.20624,28/09/2013 07:00
EWR,2013,9,28,8,60.98,53.06,75.14,10.35702,28/09/2013 08:00
EWR,2013,9,28,9,64.94,51.98,62.83,9.20624,28/09/2013 09:00
EWR,2013,9,28,10,68,51.08,54.66,10.35702,28/09/2013 10:00
EWR,2013,9,28,11,69.98,51.08,51.07,9.20624,28/09/2013 11:00
EWR,2013,9,28,12,71.96,50,45.87,5.7539,28/09/2013 12:00
EWR,2013,9,28,13,73.04,48.02,41.07,8.05546,28/09/2013 13:00
EWR,2013,9,28,14,73.04,48.02,41.07,6.90468,28/09/2013 14:00
EWR,2013,9,28,15,73.04,48.92,42.48,9.20624,28/09/2013 15:00
EWR,2013,9,28,16,71.96,51.08,47.75,5.7539,28/09/2013 16:00
EWR,2013,9,28,17,69.08,51.98,54.45,4.60312,28/09/2013 17:00
EWR,2013,9,28,18,66.92,51.98,58.65,6.90468,28/09/2013 18:00
EWR,2013,9,28,19,66.2,53.6,67.46,4.60312,28/09/2013 19:00
EWR,2013,9,28,20,64.04,53.06,67.46,0,28/09/2013 20:00
EWR,2013,9,28,21,62.96,53.96,72.42,0,28/09/2013 21:00
EWR,2013,9,28,22,64.04,53.06,67.46,0,28/09/2013 22:00
EWR,2013,9,28,23,62.96,53.96,72.42,0,28/09/2013 23:00
EWR,2013,9,29,0,60.98,53.96,77.66,0,29/09/2013
EWR,2013,9,29,1,57.02,53.06,86.58,5.7539,29/09/2013 01:00
EWR,2013,9,29,2,55.94,53.06,90.03,4.60312,29/09/2013 02:00
EWR,2013,9,29,3,57.02,53.06,86.58,4.60312,29/09/2013 03:00
EWR,2013,9,29,4,53.96,51.08,89.95,5.7539,29/09/2013 04:00
EWR,2013,9,29,5,53.96,51.98,92.99,4.60312,29/09/2013 05:00
EWR,2013,9,29,6,53.96,51.98,92.99,5.7539,29/09/2013 06:00
EWR,2013,9,29,7,57.92,55.04,90.11,5.7539,29/09/2013 07:00
EWR,2013,9,29,8,60.98,55.94,83.47,4.60312,29/09/2013 08:00
EWR,2013,9,29,9,64.94,57.92,77.99,4.60312,29/09/2013 09:00
EWR,2013,9,29,10,66.02,55.94,69.94,0,29/09/2013 10:00
EWR,2013,9,29,11,68,55.94,65.31,5.7539,29/09/2013 11:00
EWR,2013,9,29,12,71.06,53.06,52.95,4.60312,29/09/2013 12:00
EWR,2013,9,29,13,69.98,51.98,52.8,5.7539,29/09/2013 13:00
EWR,2013,9,29,14,69.98,53.06,54.94,5.7539,29/09/2013 14:00
EWR,2013,9,29,15,69.08,53.06,56.66,4.60312,29/09/2013 15:00
EWR,2013,9,29,16,68,53.06,58.8,8.05546,29/09/2013 16:00
EWR,2013,9,29,17,66.02,53.06,62.96,8.05546,29/09/2013 17:00
EWR,2013,9,29,18,64.04,51.98,64.84,6.90468,29/09/2013 18:00
EWR,2013,9,29,19,62.96,53.06,70.07,3.45234,29/09/2013 19:00
EWR,2013,9,29,20,62.96,53.96,72.42,0,29/09/2013 20:00
EWR,2013,9,29,21,62.06,53.96,74.75,0,29/09/2013 21:00
